time,scanner,advertiser,power,rssi
2022-02-06T15:41:38Z,6121893215584981518,6111564016254648366,-11,-78
2022-02-06T15:41:41Z,6111564016254648366,6121893215584981518,-7,-68
2022-02-06T15:41:41Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:41:42Z,6111564016254648366,6121893215584981518,-7,-64
2022-02-06T15:41:42Z,6111564016254648366,6121893215584981518,-7,-63
2022-02-06T15:41:42Z,6111564016254648366,6121893215584981518,-7,-64
2022-02-06T15:41:42Z,6111564016254648366,6121893215584981518,-7,-64
2022-02-06T15:41:42Z,6111564016254648366,6121893215584981518,-7,-63
2022-02-06T15:41:42Z,6111564016254648366,6121893215584981518,-7,-63
2022-02-06T15:41:43Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:41:43Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:41:43Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:41:43Z,6111564016254648366,6121893215584981518,-7,-63
2022-02-06T15:41:43Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:41:43Z,6111564016254648366,6121893215584981518,-7,-63
2022-02-06T15:41:44Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:41:44Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:41:44Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:41:44Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:41:44Z,6111564016254648366,6121893215584981518,-7,-63
2022-02-06T15:41:45Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:41:45Z,6111564016254648366,6121893215584981518,-7,-63
2022-02-06T15:41:45Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:41:45Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:41:45Z,6111564016254648366,6121893215584981518,-7,-64
2022-02-06T15:41:45Z,6111564016254648366,6121893215584981518,-7,-64
2022-02-06T15:41:45Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:41:46Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:41:46Z,6111564016254648366,6121893215584981518,-7,-72
2022-02-06T15:41:46Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:46Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:47Z,6111564016254648366,6121893215584981518,-7,-72
2022-02-06T15:41:47Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:47Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:47Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:47Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:47Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:48Z,6111564016254648366,6121893215584981518,-7,-74
2022-02-06T15:41:48Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:48Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:48Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:48Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:49Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:49Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:49Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:49Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:49Z,6111564016254648366,6121893215584981518,-7,-71
2022-02-06T15:41:49Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:49Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:54Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:41:54Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:41:54Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:41:54Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:41:55Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:41:55Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:41:55Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:41:55Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:41:55Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:41:55Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:41:56Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:41:56Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:41:56Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:41:56Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:41:56Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:41:38Z,6111564016254648366,6121893215584981518,-7,-64
2022-02-06T15:41:38Z,6111564016254648366,6121893215584981518,-7,-68
2022-02-06T15:41:39Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:41:39Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:41:39Z,6111564016254648366,6121893215584981518,-7,-68
2022-02-06T15:41:39Z,6111564016254648366,6121893215584981518,-7,-69
2022-02-06T15:41:39Z,6111564016254648366,6121893215584981518,-7,-69
2022-02-06T15:41:40Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:41:40Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:41:40Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:41:40Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:41:40Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:41:40Z,6111564016254648366,6121893215584981518,-7,-68
2022-02-06T15:41:41Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:41:41Z,6111564016254648366,6121893215584981518,-7,-68
2022-02-06T15:41:41Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:41:41Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:41:41Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:41:41Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:41:38Z,6121893215584981518,6111564016254648366,-11,-77
2022-02-06T15:41:38Z,6121893215584981518,6111564016254648366,-11,-75
2022-02-06T15:41:39Z,6121893215584981518,6111564016254648366,-11,-79
2022-02-06T15:41:39Z,6121893215584981518,6111564016254648366,-11,-75
2022-02-06T15:41:39Z,6121893215584981518,6111564016254648366,-11,-80
2022-02-06T15:41:40Z,6121893215584981518,6111564016254648366,-11,-75
2022-02-06T15:41:56Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:41:57Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:57Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:57Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:57Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:58Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:58Z,6111564016254648366,6121893215584981518,-7,-74
2022-02-06T15:41:58Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:58Z,6111564016254648366,6121893215584981518,-7,-74
2022-02-06T15:41:58Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:59Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:59Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:41:59Z,6111564016254648366,6121893215584981518,-7,-74
2022-02-06T15:41:59Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:42:00Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:42:00Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:42:00Z,6111564016254648366,6121893215584981518,-7,-74
2022-02-06T15:42:00Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:42:00Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:42:00Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:42:01Z,6111564016254648366,6121893215584981518,-7,-73
2022-02-06T15:42:01Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:42:01Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:42:01Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:42:01Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:42:01Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:42:02Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:42:02Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:42:02Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:42:02Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:42:02Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:42:03Z,6111564016254648366,6121893215584981518,-7,-68
2022-02-06T15:42:03Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:42:03Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:42:03Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:42:03Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:42:03Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:42:04Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:42:04Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:42:04Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:42:04Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:42:04Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:42:04Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:42:05Z,6111564016254648366,6121893215584981518,-7,-67
2022-02-06T15:42:05Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:42:05Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:42:05Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:42:05Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:42:05Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:42:05Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:42:06Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:42:06Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:42:06Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:42:06Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:42:06Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:42:06Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:42:07Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:42:07Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:42:07Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:42:07Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:42:07Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:42:08Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:42:08Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:42:08Z,6111564016254648366,6121893215584981518,-7,-66
2022-02-06T15:42:08Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:42:08Z,6111564016254648366,6121893215584981518,-7,-65
2022-02-06T15:42:08Z,6111564016254648366,6121893215584981518,-7,-65
